,Date,6/30/1995,9/30/1995,12/31/1995,3/31/1996,6/30/1996,9/30/1996,12/31/1996,3/31/1997,6/30/1997,9/30/1997,12/31/1997,3/31/1998,6/30/1998,9/30/1998,12/31/1998,3/31/1999,6/30/1999,9/30/1999,12/31/1999,3/31/2000,6/30/2000,9/29/2000,12/29/2000,3/30/2001,6/29/2001,9/28/2001,12/31/2001,3/29/2002,6/28/2002,9/30/2002,12/31/2002,3/31/2003,6/30/2003,9/30/2003,12/31/2003,3/31/2004,6/30/2004,9/30/2004,12/31/2004,3/31/2005,6/30/2005,9/30/2005,12/30/2005,3/31/2006,6/30/2006,9/29/2006,12/29/2006,3/30/2007,6/29/2007,9/28/2007,12/31/2007,3/31/2008,6/30/2008,9/30/2008,12/31/2008,3/31/2009,6/30/2009,9/30/2009,12/31/2009,3/31/2010,6/30/2010,9/30/2010,12/31/2010,3/31/2011,6/30/2011,9/30/2011,12/30/2011,3/30/2012,6/29/2012,9/28/2012,12/31/2012,3/29/2013,6/28/2013,9/30/2013,12/31/2013,3/31/2014,6/30/2014,9/30/2014,12/31/2014,3/31/2015,6/30/2015,9/30/2015,12/31/2015,3/31/2016,6/30/2016,9/30/2016,12/30/2016,3/31/2017,6/30/2017,9/29/2017,12/29/2017,3/30/2018,6/29/2018,9/28/2018,12/31/2018,
CTSH US  EQUITY,HISTORICAL_MARKET_CAP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.9256,139.8255,277.9313,254.7097,238.8102,283.8582,970.7294,1157.375,662.645,717.8277,664.21,566.3332,807.623,431.3459,793.3358,817.0726,1059.305,1151.4689,1478.5653,4143.1713,1615.5692,2320.3144,2936.3406,2925.3673,3332.4961,4044.2531,5679.7125,6198.9775,6323.7621,6251.3065,7004.9231,8289.6931,9387.7396,10493.2122,10996.3031,12579.6226,10688.475,22742.2246,9673.7825,8303.3858,9363.2699,6575.3138,5267.5604,6063.8196,7787.5894,11275.9627,13473.4807,15262.3924,15058.1481,19557.2324,22275.8359,24762.694,22266.6107,18940.6668,19492.7469,23425.3499,17955.12,20962.8066,22288.8153,23176.7032,18874.8101,24830.5423,30684.1867,30787.317,29729.9435,27260.9455,32091.004,38089.095,37234.355,38066.88,36552.18,38008.74,34761.852,28940.886,34066.24,36128.64,39176,42798.6,41759.76,47173,45814.2,44747,36627.96,
CL US  EQUITY,HISTORICAL_MARKET_CAP,10634.2033,9699.4669,10246.2438,11403.7811,12446.2997,12760.9825,13573.1118,14703.9738,19311.0491,20614.012,21712.1216,25687.908,26021.7513,20130.552,27185.4405,26882.308,28712.553,26653.0808,37628.5,32508.531,34390.8229,27009.5864,36577.6367,31003.8993,32738.8011,32137.3988,31802.925,31268.1366,27156.5795,29039.2889,28102.5744,29290.6254,31178.0852,30026.3268,26711.5437,29318.0488,31040.3401,23958.2763,26942.138,27294.2099,25924.5505,27348.1245,28311.977,29387.4971,30933.5531,31939.2755,33445.8462,34162.5257,33069.9932,36356.2133,39684.3531,39563.4176,34946.1095,38030.2572,34365.956,29464.3316,35258.7511,37925.7392,40598.53,41816.0438,38277.2618,37099.0561,39775.113,39483.0791,42524.6113,42921.0577,44308.1735,46665.1742,49361.0626,50659.4894,48893.0142,55045.5174,53146.6358,54864.881,59924.3146,59381.1146,62269.4634,59441.3983,62735.4133,62722.878,58877.6033,56918.6737,59474.2401,63091.6999,65257.2971,65898.7907,57790.6505,64648.2019,65296.8158,63969.9655,65996.1994,62527.9507,56238.1449,58067.0686,51360.5694,
CMCSA US  EQUITY,HISTORICAL_MARKET_CAP,4434.5788,4792.9232,4329.2787,4171.8619,4312.5897,3587.1873,5800.1652,5475.577,7440.6019,8981.8922,11298.216,12999.4689,14957.4127,17314.6908,21655.0623,22958.8086,28711.6106,29851.9485,37934.3998,40954.7804,36597.4987,36952.5929,39203.8191,39611.562,41022.8919,33886.1177,34027.3803,31592.4683,22579.8378,19764.8495,52118.8664,63318.1413,66859.6143,68383.3335,72489.9192,63955.1201,62371.9364,62415.7709,73244.6954,74215.2846,66753.4675,63521.2252,83149.5303,55025.2767,68546.9922,76794.3094,88033.0616,80757.5738,86907.9366,74309.2816,64931.1514,57264.3288,55357.7453,56530.0418,48625.1745,39329.2473,41497.2294,48187.0572,47841.4944,52485.5477,48750.1617,50445.2513,60999.6868,68380.3393,69662.5256,57003.6736,64157.6878,80912.0582,85546.1617,94983.8649,98506.9149,110550.7629,109590.057,117995.0021,135449.3545,130094.2041,138929.3709,138553.2721,147407.301,141939.7824,149894.6359,139767.2153,137824.5396,148253.1068,157226.9165,158740.501,164049.1069,178287.7487,183444.4532,179846.74,186012.5461,157766.8628,150333.2343,161097.9639,154109.0239,
CMA US  EQUITY,HISTORICAL_MARKET_CAP,3681.0431,4166.9745,4584.1598,4906.3764,5128.4837,5531.2545,5619.6802,5967.9139,7182.1602,8307.3823,9435.0057,11047.5654,10273.7753,8523.2885,10629.1355,9753.1192,9289.5102,7914.5225,7307.416,7412.3133,7941.4113,10339.6453,10523.5656,10956.9129,10237.0257,9856.5361,10138.7766,11003.4351,10748.0798,8417.1868,7557.271,6635.0229,8148.846,8169.5858,9810.5,9405.9969,9417.9568,10123.0921,10402.4454,9294.5737,9665.4108,9734.1437,9246.2192,9407.0056,8432.778,9038.896,9246.4477,9216.8603,9099.4798,7743.28,6528.9844,5279.5841,3856.1299,4934.4324,2987.2322,2767.6362,3196.0776,4483.5724,4470.3816,6706.5595,6493.744,7458.6052,7456.8634,6491.1475,6111.4811,4569.3394,5091.2107,6379.1884,5966.1985,5942.1829,5712.27,6715.5755,7375.1515,7220.5066,8666.734,9410.6251,9077.4719,8983.3811,8385.2312,8035.4157,9153.5024,7281.0461,7349.8536,6630.2073,7153.2267,8142.2771,11940.6139,12168.2885,12883.8535,13294.3821,15005.8326,16545.4713,15539.1643,14967.8445,10996.1458,
CAG US  EQUITY,HISTORICAL_MARKET_CAP,8200.1707,8781.7077,8869.9668,9821.4314,9539.9639,9306.2238,11285.0625,11774.2466,14373.0205,14011.8896,16870.2383,13176.2228,13690.0355,10890.5318,14286.5508,13466.2202,12275.1249,11657.801,11372.6196,7685.8827,11290.1153,9860.5512,13129.5162,10371.0972,10886.355,11638.5526,12190.637,12706.7897,13297.1352,13855.0273,13266.8144,12575.5119,12350.9686,11650.8231,12921.689,13992.2301,14656.0036,13500.032,14007.9734,15391.3039,13776.3182,11618.4017,11392.1108,10879.7486,11606.7693,12078.5504,12627.2577,12715.6637,12567.7314,12471.1884,11609.7792,10790.7836,11324.6011,9879.0963,6505.1756,7003.2825,8210.4058,8976.8892,9826.6392,10873.8634,10694.0808,9555.026,9415.6206,9536.6396,10278.7766,9906.4095,9865.2764,11178.8889,10292.2137,10084.8948,11467.6544,14131.3793,14584.801,14799.5392,13738.8869,12002.8516,13336.7348,13530.7571,15124.311,14741.8453,16532.9783,18065.3841,18081.4943,18364.3397,19839.9623,20154.9153,16411.86,17513.6453,16256.7742,13537.6281,14207.4337,14276.8915,14620.9121,14435.6169,16118.4575,
CXO US  EQUITY,HISTORICAL_MARKET_CAP,,,,,,,,,,,,,,,,,,,,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1121.8652,1562.9039,1947.9654,2839.9148,2336.2926,1935.7221,2179.3356,2453.576,3108.7422,3852.5792,4609.872,5080.8445,6079.8209,9013.3631,11091.6467,9504.7104,7375.2952,9721.8967,10618.3012,8878.5589,9909.4451,8425.091,10203.8695,8790.4654,11432.5256,11350.3097,12891.569,16324.469,14181.0617,11272.2282,13912.1847,13697.5001,11824.4775,11991.7529,13293.2979,15721.2447,19521.9575,19367.4204,19016.6567,18074.3023,19586.8142,22341.7399,22409.783,20666.9161,30586.688,20584.4406,
COP US  EQUITY,HISTORICAL_MARKET_CAP,8749.3895,8517.2098,8920.7872,10384.9849,11019.7408,11251.0738,11642.972,10775.4673,11514.6067,13607.3168,12797.0782,13051.4646,12486.4418,11498.7528,10741.2867,11917.8204,12678.4982,12352.5676,11919.8113,11739.1288,12907.5716,16020.5147,14525.3062,14075.8993,14603.1728,20540.73,24689.4035,24029.7929,24167.4168,31292.0414,32787.5639,36371.084,37255.8348,37256.0062,44770.1469,47878.0715,52544.7375,57185.804,60327.2127,75072.7818,80023.8604,97004.6743,80163.2692,104238.1862,107980.5805,97972.6772,118435.6295,111711.2338,127734.0771,140393.0866,138757.2998,117549.8632,143454.3571,109202.3915,76673.2678,58017.6626,62370.9027,67003.6347,75903.1185,76157.2356,72818.3007,84377.5633,97435.1215,112882.6381,103237.7197,84072.4196,93686.7699,96118.94,67869.0199,69410.4956,70748.8018,73481.9369,73991.939,85156.6105,86612.6068,86369.0789,105410.8592,94189.453,85037.2171,76763.2563,75746.6907,59213.4299,57708.6399,49869.8532,53998.8249,53860.5215,62036.6845,61694.3741,53497.0882,59835.567,64611.411,69373.2255,80905.0753,89106.1221,70976.0739,
ED US  EQUITY,HISTORICAL_MARKET_CAP,6930.3758,7136.576,7459.8528,7489.6051,6873.1064,6520.7504,6844.2003,7050.2399,6918.5191,7990.1022,9655.0902,11009.1577,10785.5805,12006.0197,12311.0445,10351.518,10095.3541,9048.7536,7376.4654,6173.3321,6279.552,7238.2028,8163.0392,7867.8341,8444.8436,8641.0446,8566.6927,8908.8087,8894.5453,8586.3788,9160.6111,8249.6376,9730.3265,9184.3,9713.3784,10001.6816,9600.0997,10167.5127,10609.9955,10249.3358,11426.0975,11887.899,11364.1031,10689.7944,10942.649,11854.1152,12375.9245,13213.5093,12221.7919,12558.7964,13288.4151,10818.3166,10671.3658,11750.7394,10655.9852,10863.2096,10284.4804,11273.2047,12771.4516,12550.1014,12168.3125,13685.5609,14455.4217,14824.0553,15592.7127,16700.2397,18167.875,17110.1253,18214.3935,17540.0979,16266.1051,17879.7982,17082.6892,16152.0695,16189.9861,15715.3754,16910.7985,16594.1257,19340.93,17866.9486,16951.4697,19592.673,18831.11,22526.28,24453.76,22966.5,22472.4,23686.3,24730.92,25010.8,26334.5,24239.34,24251.78,23695.09,24543.66,
STZ US  EQUITY,HISTORICAL_MARKET_CAP,846.859,927.0295,665.417,745.674,593.8209,466.102,514.701,588.7927,591.2464,753.7235,898.5114,1052.8543,865.7231,750.7527,890.724,1119.4309,894.7033,1040.5909,979.5051,894.593,960.4126,2336.694,907.19,1340.3341,1627.9302,1840.4758,1671.2787,2412.7578,2626.1184,2565.8368,2130.1487,2322.3996,2618.3973,3022.5923,3650.5589,3380.1013,3853.764,3967.6378,4839.8925,5862.1306,6128.341,6080.1725,5226.5971,5961.7122,5527.057,6085.607,6538.1097,5510.0332,5232.681,5200.4737,5077.3277,4150.3784,4639.8511,4609.1253,2790.9386,2859.8293,2552.5131,3276.7081,3796.2975,3342.5172,3513.9358,3518.7523,4309.6723,4290.8306,4705.205,4050.0995,3891.8054,4209.1016,3414.3254,6005.4041,6586.4107,8174.5102,9990.21,10264.2966,13379.0158,15514.825,16188.4714,16795.076,18643.0807,22317.7789,23020.7525,25112.3279,27943.2525,28209.4502,30706.7871,33000.5529,30081.0797,30904.1116,35684.9412,39134.8675,42365.6908,41222.3376,42642.6089,39439.3878,37167.0521,
GLW US  EQUITY,HISTORICAL_MARKET_CAP,8351.2001,7809.7999,6181.25,7353.6001,8039.4999,8826.25,8958.2999,10577.3749,10179.6247,12827.1253,10924.1999,8598.1502,10266,8062,6803.0064,10417.5,14640,17124.5248,16777.2435,53854.4012,77431.1968,87691.5655,48804.03,19117.56,15423.33,8132.04,8215.32,7033.26,3287.3,1836.8,3962.07,7043.04,9326.18,12528.6,14007.49,15338.96,18205.64,15523.08,16572.16,15826.86,24448.02,29342.94,30197.76,41645.24,37542.88,37981.96,29281.15,35656.32,40675.6,38725.15,37616.32,37694.72,36211.55,24195.08,14752.44,20555.23,24893,23730.5,29969.12,31446.76,25161.7,28498.52,30158.52,32327.21,28459.2,19392.84,19664.7,21331.2,19265.7,19435.7,18551.4,19635.09,20775.8,21111.73,24930.18,27190.92,28315.5,24793.88,29212.82,28554.12,24287.63,20270.08,20656.4,22456.75,21237.76,22491.15,22474.02,24840,27105.1,26000.48,27447.42,23196.16,22255.59,27745.8,23805.48,
COST US  EQUITY,HISTORICAL_MARKET_CAP,2728.9221,3403.1723,3221.7899,3468.2435,3892.817,3904.1656,4375.6406,5674.1993,6788.5762,7702.6976,9387.9232,9787.1864,12281.9483,11545.8163,13461.0764,17178.848,17424.8219,17059.1715,18967.9342,23073.3517,21962.5504,15795.1753,15874.6534,19200.7953,15992.2914,16900.1171,19058.2219,20827.6347,18323.4832,15212.4082,14388.6903,13188.6771,16123.2039,14753.6979,15615.3192,17254.5654,16381.8479,19453.8858,22404.5294,22170.456,20551.8266,20373.3376,23700.9927,23359.6449,26637.7734,21888.9107,24368.0259,25971.1006,24199.4431,26985.5527,29129.4051,27755.9816,31080.4006,29004.3218,20233.3707,18558.9945,20264.8488,22570.374,26385.8595,26105.6671,25249.3533,24358.9269,29042.5907,32804.7866,35215.7808,33529.6779,35568.9569,36532.275,36128.1338,42314.0945,42577.9661,44580.4491,48030.7613,48869.1789,55057.5916,51070.9968,50607.977,52994.6576,61546.5203,64750.1838,64150.5841,61291.3824,71727.6287,65295.4044,64194.6099,71723.3093,66059.6135,75497.852,79049.9558,69183.161,75372.9297,84072.4275,85860.7275,102155.0016,96946.5528,
COTY US  EQUITY,HISTORICAL_MARKET_CAP,,,,,,,,,,,,,,,,,,,,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6593.684,6226.261,5863.625,5710.376,6062.307,5873.595,7191.746,8365.869,11534.776,9644.184,8637.31,9428.804,8761.229,7905.4,13677.57,13553.988,14030.604,12387.582,14913.522,13734.15,10584.87,9430.048,4927.872,
CCI US  EQUITY,HISTORICAL_MARKET_CAP,,,,,,,,,,,,,,,,,,,,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,24530.7613,24627.4675,24792.5238,26885.7013,26274.5169,27548.7121,26801.1162,26324.5581,31168.3942,29198.9156,34238.952,31802.4632,31283.7659,34129.9838,36677.4808,40619.3547,45101.2175,45488.15,44745.3,46201.95,45081.45,
CSRA US  EQUITY,HISTORICAL_MARKET_CAP,,,,,,,,,,,,,,,,,,,,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4878.6446,4442.9871,3840.3616,4400.5172,5189.5409,4780.5966,5186.9023,5283.1799,4901.7038,,,,
CSX US  EQUITY,HISTORICAL_MARKET_CAP,7904.2015,8853.483,9603.8341,9650.2347,10219.9288,11090.2908,9163.391,10094.0754,11994.8702,12532.5179,11788.7399,11788.7399,9852.5103,9126.8325,9010.4386,8491.8299,10679.0381,9047.3669,6853.6805,5133.6419,4634.8779,4733.1977,5517.8921,7191.4421,7721.7315,6714.6129,7504.7227,8093.1235,7461.6617,5817.8603,6054.1733,6236.3062,6416.7831,6292.1495,7669.4318,6410.3475,7028.7193,7325.685,8638.4023,9054.4177,9311.9026,10097.2743,11078.1663,13250.8521,15621.1553,14287.0136,15072.2145,17508.1271,19790.604,17964.7806,18056.1393,22896.4485,25330.883,22244.1272,12301.569,10729.9124,14197.2846,16809.3732,19807.2,19835.11,19836.5793,20996.36,23905.7,29182.8297,29356.95,19602.6229,22095.2464,22359.28,23254.1467,21393.25,19818.6,25170.8903,23626.8373,26186.05,28540.6494,28694.32,30756.8432,32158.4,36371.5579,32800.9827,33122.4331,25855.5359,25006.8126,25015.0415,24311.9673,27762.6354,33349.5074,42951.0866,49830.3578,48493.4145,48950.7035,48765.946,54774.9373,62529.3277,50833.5234,
CMI US  EQUITY,HISTORICAL_MARKET_CAP,1766.8125,1543.8499,1487.4,1619.0374,1602.8875,1555.3125,1812.4001,1982.025,2724.0874,2998.7001,2268.0001,2115.0938,1987.5625,1263.9,1363.2001,1447.4999,2224.8001,1878.625,1840.7063,1452.5624,1140.6187,1196.875,1453.0062,1393.6979,1505.19,1149.383,1483.79,1823.0779,1274.35,933.14,1097.07,956.551,1398.93,1815.0511,1977.176,2297.04,2672.9289,3105.0429,3670.002,3220.412,3202.8899,4029.7751,3992.985,4676.95,6198.0751,6033.0378,5932.636,7272.18,10141.2417,12622.7426,12463.1545,8468.0639,12623.508,9008.0709,5244.426,5169.28,6875.3,8769.068,9094.038,12509.416,14155.05,17772.216,21528.957,20312.122,18637.976,16475.66,16741.404,22867.62,18296.608,17381.585,20402.305,21807.023,20162.714,25025.396,26135.838,26674.2,28254.555,24294.448,26109.187,24784.038,23716.704,19517.832,15340.143,18676.352,19049.604,21477.94,22892.225,25295.76,27090.74,28145.025,29180.928,26631.387,21652.4,23371.2,21061.664,
CVS US  EQUITY,HISTORICAL_MARKET_CAP,3594.4689,3625.1219,3232.0096,3802.3368,4279.9186,4656.3659,6884.7998,5083.3376,8776.5377,9686.2498,12250.5436,12833.7685,14807.7498,17755.7068,21461.6049,18997.7881,20243.5132,15745.5834,15630.8406,15630.8406,14620.8271,15626.6797,18116.8019,23514.7993,23004.5268,15198.5568,12973.7298,11726.6098,13455.4375,11997.4954,10759.5314,9429.7736,9804.6736,10957.3978,12312.1092,14142.8858,13805.7123,16606.8421,17298.6361,18071.2221,20869.6834,23575.237,23615.8806,21514.0174,24428.4626,25156.1633,26443.6572,25523.5307,52618.6164,53913.3408,58890.5763,57458.28,58439.8057,57091.4258,50289.3468,41350.1061,40062.8814,46513.7551,50706.5896,44804.11,50123.76,39757.92,42736.26,47391.51,46469.28,50582.68,43935.72,52932.44,57792,59393.83,60331.32,59518.85,67527.72,70159.86,68327,84452.6,87810.78,87429.2,91767.27,109793.4,116317.67,117255.84,107092.8,107644.77,112132.13,101963.1,94863.34,83723.51,80619.5,81666.9,82377.16,73515,63205.36,65443.95,80215.68,84848.4
DHI US  EQUITY,HISTORICAL_MARKET_CAP,298.685,321.7152,339.78,315.5295,352.524,396.0278,386.2907,830.8125,649.0084,798.1531,1113.6812,893.392,1414.155,1074.8643,1067.5245,812.2421,863.0188,807.3539,838.5151,807.3539,838.5151,1159.8984,1655.1763,1597.9248,1718.163,1604.1655,2502.4388,3675.8631,3811.9894,2727.9231,2542.764,2820,4368.426,5060.8482,6706.5545,8256.4655,6620.04,7727.0794,9422.3672,9126.8798,11759.7467,11334.6458,11155.6276,10382.8684,7453.7398,7502.2595,8308.8588,6910.0412,6270.6641,4034.054,4148.2464,4974.5952,3431.9619,4122.9168,2238.8278,3073.7048,2967.0475,3622.4569,3455.2924,4009.1443,3128.3989,3545.3144,3809.0797,3720.5774,3639.9287,2857.0296,3994.0623,4829.6864,5866.2187,6618.397,6354.6089,7830.8057,6869.198,6274.7945,7220.3598,7037.5427,8957.2901,7481.319,9239.4657,10439.0984,10033.9052,10823.4868,11842.3615,11207.2009,11715.9669,11262.2802,10203.3222,12508.952,12936.9184,14973.1941,19186.6908,16545.6332,15456.7198,15870.7158,12936.5698,
DHR US  EQUITY,HISTORICAL_MARKET_CAP,1783.5181,1915.3183,1857.4702,2151.217,2540.748,2470.6955,2745.6996,2489.4545,2976.0234,3415.7887,3691.4238,4358.6781,4298.711,4673.6662,7696.1356,7058.142,8388.148,7330.819,6872.73,7225.884,7008.1611,7057.535,9710.1389,7776.4914,8022.56,6743.06,8643.2673,10722.0314,10033.1816,8710.1743,10021.3524,9971.8312,10468.3493,11413.8175,14100.2318,14548.5028,15496.6826,15927.7234,17735.0972,16265.8136,16348.5076,16681.1634,17044.7504,19470.7667,19767.8515,21134.6346,22329.0505,22086.3382,23383.407,25807.0088,27899.9162,23920.4616,24517.5328,22686.9115,18023.4918,17160.6924,19057.8907,20781.54,24269.672,26164.9994,24991.7288,26441.8,30960.5012,34896.1763,37364.4097,28787.9515,32350.8192,38835.16,36261.7937,38522.3301,38431.25,43051.7446,44031.48,48734.325,53893.32,51694.226,62433.396,53379.912,60365.553,59566.5925,59326.7648,59379.432,63789.984,65850.818,70651.96,54214.524,53880.848,59366.373,58625.733,59659.99,64658.412,68390.135,69046.396,76148.928,72338.68,
DRI US  EQUITY,HISTORICAL_MARKET_CAP,#N/A N/A,1644.8941,1788.9187,1972.6616,1875.5233,1261.4561,1359.2095,1070.86,1262.1922,1504.95,1662.0262,1918.2031,2178.9413,2153.8766,2221.3639,2944.0402,2815.8075,2332.6695,2194.4489,1678.0882,2306.374,2157.3127,3108.519,2479.428,3392.2819,3328.6108,3600.8887,4911.4558,4308.5389,4238.2207,3645.9582,2910.4349,3026.8324,3420.8656,3269.9693,3544.8675,3473.7976,3345.5778,4354.5718,4306.7089,5064.0248,4754.9949,5455.6788,6336.0588,5366.897,5087.515,5843.8488,6031.3709,6408.248,6006.3894,5645.2902,4394.6969,4394.6969,4656.9954,1958.9263,3871.0539,5194.012,4679.945,4355.5881,5701.1219,6031.74,5881.2418,6834.1831,6450.4161,6853.832,6042.7912,5728.6004,6328.472,6844.74,6732.6011,6924.497,6001.2181,6883.749,6138.015,7071.2118,6729.7377,6555.465,6310.0406,6927.9673,7825.5472,8303.918,8847.9942,7315.8899,8077.4967,8515.976,7531.3146,9306.172,9382.5952,11028.93,10348.9789,9912.3535,11803.33,10853.18,14189.5484,13779.9077,
DVA US  EQUITY,HISTORICAL_MARKET_CAP,#N/A N/A,#N/A N/A,669.24,695.8927,1093.8525,1038.68,959.6463,808.2788,1071.238,1334.4499,2144.7688,2686.52,2788.221,1942.728,2395.4364,892.683,1263.3949,602.6606,542.9782,254.3688,489.39,612.9225,1406.579,1408.3891,1710.4646,1721.142,2066.5139,2104.5299,1602.1684,1462.9168,1496.4575,1264.0117,1649.7551,2044.8546,2515.6169,3148.7783,3087.5629,3070.3515,3896.3513,4184.304,4591.1411,4681.775,5162.0014,6219.4516,5148.0037,6015.7374,5951.7303,5609.2824,5692.2391,6738.6712,6036.7827,5101.0764,5537.301,5973.9374,5143.0696,4544.8382,5143.3292,5847.1043,6053.9029,6580.4892,6405.8533,6994.8347,6671.1467,8242.7683,8096.3904,5856.0592,7098.9517,8474.531,9279.5413,9878.9006,11660.7575,12535.2533,12833.7903,12101.0254,13508.155,14737.0062,15531.3775,15716.197,16332.6469,17479.9604,17123.0885,15262.3239,14621.9686,15145.1019,15997.8463,13265.4311,12490.3983,13226.6983,12382.1273,11238.4702,13182.8996,11767.8771,11861.7544,11889.4683,8562.2908,
DE US  EQUITY,HISTORICAL_MARKET_CAP,7106.0377,7846.5369,7804.6716,9847.0127,10140.9711,9235.548,10773.0134,10913.4339,11638.8739,14338.8127,13218.599,13085.218,14308.6559,9585.1609,8276.0437,7545.1546,9971.9932,8909.2787,8473.9812,10224.5788,9458.4897,9046.454,8634.5927,10074.0107,9642.0039,9850.5312,8778.9107,10452.9441,10671.1868,10026.2829,11082.3391,10100.359,10539.9895,12187.3016,14762.243,15458.5692,16937.6735,15586.5527,14757.231,17114.8492,15147.8812,17734.9359,14373.3754,16832.8322,20652.0953,16777.9933,19344.3506,22748.8919,24613.1851,26718.5563,34049.817,38179.3071,36229.8554,29958.7378,16283.7442,10731.6722,17462.9806,18499.7441,19278.6905,21179.2177,25413.8031,28263.188,32423.4539,38272.6328,40921.6481,32497.1743,30820.7023,34617.3228,32757.5243,30087.8655,33134.0873,36641.6549,34652.3669,31803.0131,30592.0182,31779.5572,33956.435,30505.1684,29554.4463,28921.6802,30222.0434,31034.6842,24701.6103,24283.2379,26432.3149,24433.805,27793.9989,34371.3978,35699.8089,41418.3772,42885.3535,55526.3787,44608.5832,45291.632,42354.5679,52206.0216
DAL US  EQUITY,HISTORICAL_MARKET_CAP,,,,,,,,,,,,,,,,,,,,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4863.213,4830.6228,4351.112,2512.6608,1732.1861,2298.6391,8004.4067,4344.3668,4502.5622,6984.5153,8921.4054,11488.0036,9268.9806,9183.0346,10517.5176,8284.232,7758.395,6353.5836,6838.0397,8423.8652,9310.9104,7790.1249,10106.1421,14139.5113,16079.4841,20218.0159,23389.1429,29383.6881,32641.191,30255.4302,40594.4525,36700.7031,32674.9635,35289.0714,39476.5605,37560.5845,27282.7067,28984.0998,35944.9879,33804.9778,38909.3839,34379.5648,39603.0868,38502.8304,34248.5535,39649.3295,33929.2293,
